camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,183249421000000,183249437000000,183249429000000,2026-09-05T07:48:08.190651+00:00,0,17597916225075,1920,1200
daheng_sn_FDE23080341,1,183249515000000,183249515000000,183249515000000,2026-09-05T07:48:08.256645+00:00,1,17597923909875,1920,1200
daheng_sn_FDE23080341,2,183249609000000,183249609000000,183249609000000,2026-09-05T07:48:08.351583+00:00,2,17597931594675,1920,1200
daheng_sn_FDE23080341,3,183249703000000,183249703000000,183249703000000,2026-09-05T07:48:08.451146+00:00,3,17597939279475,1920,1200
directshow_index_1,0,183249484000000,183249750000000,183249617000000,2026-09-05T07:48:08.481072+00:00,,,640,480
directshow_index_1,1,183249750000000,183249781000000,183249765500000,2026-09-05T07:48:08.512521+00:00,,,640,480
daheng_sn_FDE23080341,4,183249796000000,183249796000000,183249796000000,2026-09-05T07:48:08.540501+00:00,4,17597946964275,1920,1200
directshow_index_1,2,183249843000000,183249843000000,183249843000000,2026-09-05T07:48:08.569275+00:00,,,640,480
daheng_sn_FDE23080341,5,183249890000000,183249890000000,183249890000000,2026-09-05T07:48:08.634633+00:00,5,17597954649075,1920,1200
directshow_index_1,3,183249937000000,183249937000000,183249937000000,2026-09-05T07:48:08.659180+00:00,,,640,480
daheng_sn_FDE23080341,6,183249984000000,183249984000000,183249984000000,2026-09-05T07:48:08.728522+00:00,6,17597962333875,1920,1200
directshow_index_1,4,183250031000000,183250031000000,183250031000000,2026-09-05T07:48:08.750888+00:00,,,640,480
daheng_sn_FDE23080341,7,183250078000000,183250078000000,183250078000000,2026-09-05T07:48:08.816534+00:00,7,17597970018675,1920,1200
directshow_index_1,5,183250125000000,183250125000000,183250125000000,2026-09-05T07:48:08.846901+00:00,,,640,480
daheng_sn_FDE23080341,8,183250171000000,183250171000000,183250171000000,2026-09-05T07:48:08.909727+00:00,8,17597977703475,1920,1200
directshow_index_1,6,183250218000000,183250218000000,183250218000000,2026-09-05T07:48:08.942792+00:00,,,640,480
daheng_sn_FDE23080341,9,183250265000000,183250265000000,183250265000000,2026-09-05T07:48:09.007271+00:00,9,17597985388275,1920,1200
directshow_index_1,7,183250312000000,183250312000000,183250312000000,2026-09-05T07:48:09.031992+00:00,,,640,480
daheng_sn_FDE23080341,10,183250359000000,183250359000000,183250359000000,2026-09-05T07:48:09.105299+00:00,10,17597993073075,1920,1200
directshow_index_1,8,183250406000000,183250406000000,183250406000000,2026-09-05T07:48:09.127888+00:00,,,640,480
daheng_sn_FDE23080341,11,183250453000000,183250453000000,183250453000000,2026-09-05T07:48:09.195048+00:00,11,17598000757875,1920,1200
directshow_index_1,9,183250500000000,183250500000000,183250500000000,2026-09-05T07:48:09.224566+00:00,,,640,480
daheng_sn_FDE23080341,12,183250546000000,183250546000000,183250546000000,2026-09-05T07:48:09.289377+00:00,12,17598008442675,1920,1200
directshow_index_1,10,183250593000000,183250593000000,183250593000000,2026-09-05T07:48:09.315122+00:00,,,640,480
daheng_sn_FDE23080341,13,183250640000000,183250640000000,183250640000000,2026-09-05T07:48:09.381238+00:00,23,17598092975475,1920,1200
directshow_index_1,11,183250687000000,183250687000000,183250687000000,2026-09-05T07:48:09.412093+00:00,,,640,480
daheng_sn_FDE23080341,14,183250734000000,183250734000000,183250734000000,2026-09-05T07:48:09.477920+00:00,36,17598192877875,1920,1200
directshow_index_1,12,183250781000000,183250781000000,183250781000000,2026-09-05T07:48:09.501793+00:00,,,640,480
daheng_sn_FDE23080341,15,183250828000000,183250828000000,183250828000000,2026-09-05T07:48:09.573317+00:00,48,17598285095475,1920,1200
directshow_index_1,13,183250875000000,183250875000000,183250875000000,2026-09-05T07:48:09.596010+00:00,,,640,480
daheng_sn_FDE23080341,16,183250921000000,183250921000000,183250921000000,2026-09-05T07:48:09.661551+00:00,60,17598377313075,1920,1200
directshow_index_1,14,183250968000000,183250968000000,183250968000000,2026-09-05T07:48:09.692544+00:00,,,640,480
daheng_sn_FDE23080341,17,183251015000000,183251015000000,183251015000000,2026-09-05T07:48:09.755252+00:00,72,17598469530675,1920,1200
directshow_index_1,15,183251062000000,183251062000000,183251062000000,2026-09-05T07:48:09.780808+00:00,,,640,480
daheng_sn_FDE23080341,18,183251109000000,183251109000000,183251109000000,2026-09-05T07:48:09.852795+00:00,84,17598561748275,1920,1200
directshow_index_1,16,183251156000000,183251156000000,183251156000000,2026-09-05T07:48:09.877802+00:00,,,640,480
daheng_sn_FDE23080341,19,183251203000000,183251203000000,183251203000000,2026-09-05T07:48:09.962663+00:00,96,17598653965875,1920,1200
directshow_index_1,17,183251250000000,183251250000000,183251250000000,2026-09-05T07:48:09.975694+00:00,,,640,480
daheng_sn_FDE23080341,20,183251296000000,183251296000000,183251296000000,2026-09-05T07:48:10.064055+00:00,109,17598753868275,1920,1200
directshow_index_1,18,183251343000000,183251343000000,183251343000000,2026-09-05T07:48:10.071441+00:00,,,640,480
daheng_sn_FDE23080341,21,183251390000000,183251390000000,183251390000000,2026-09-05T07:48:10.152522+00:00,121,17598846085875,1920,1200
directshow_index_1,19,183251437000000,183251437000000,183251437000000,2026-09-05T07:48:10.163528+00:00,,,640,480
daheng_sn_FDE23080341,22,183251484000000,183251484000000,183251484000000,2026-09-05T07:48:10.241681+00:00,133,17598938303475,1920,1200
directshow_index_1,20,183251531000000,183251531000000,183251531000000,2026-09-05T07:48:10.256070+00:00,,,640,480
daheng_sn_FDE23080341,23,183251578000000,183251578000000,183251578000000,2026-09-05T07:48:10.323993+00:00,146,17599038205875,1920,1200
directshow_index_1,21,183251625000000,183251625000000,183251625000000,2026-09-05T07:48:10.347142+00:00,,,640,480
daheng_sn_FDE23080341,24,183251671000000,183251671000000,183251671000000,2026-09-05T07:48:10.418887+00:00,158,17599130423475,1920,1200
directshow_index_1,22,183251718000000,183251718000000,183251718000000,2026-09-05T07:48:10.439303+00:00,,,640,480
daheng_sn_FDE23080341,25,183251765000000,183251765000000,183251765000000,2026-09-05T07:48:10.521728+00:00,170,17599222641075,1920,1200
directshow_index_1,23,183251812000000,183251812000000,183251812000000,2026-09-05T07:48:10.536487+00:00,,,640,480
daheng_sn_FDE23080341,26,183251859000000,183251859000000,183251859000000,2026-09-05T07:48:10.609339+00:00,182,17599314858675,1920,1200
directshow_index_1,24,183251906000000,183251906000000,183251906000000,2026-09-05T07:48:10.626781+00:00,,,640,480
daheng_sn_FDE23080341,27,183251953000000,183251953000000,183251953000000,2026-09-05T07:48:10.696809+00:00,194,17599407076275,1920,1200
directshow_index_1,25,183252000000000,183252000000000,183252000000000,2026-09-05T07:48:10.726642+00:00,,,640,480
daheng_sn_FDE23080341,28,183252046000000,183252046000000,183252046000000,2026-09-05T07:48:10.790365+00:00,206,17599499293875,1920,1200
directshow_index_1,26,183252093000000,183252093000000,183252093000000,2026-09-05T07:48:10.818573+00:00,,,640,480
daheng_sn_FDE23080341,29,183252140000000,183252140000000,183252140000000,2026-09-05T07:48:10.883039+00:00,218,17599591511475,1920,1200
directshow_index_1,27,183252187000000,183252187000000,183252187000000,2026-09-05T07:48:10.908490+00:00,,,640,480
daheng_sn_FDE23080341,30,183252234000000,183252234000000,183252234000000,2026-09-05T07:48:10.981328+00:00,230,17599683729075,1920,1200
directshow_index_1,28,183252281000000,183252281000000,183252281000000,2026-09-05T07:48:11.006269+00:00,,,640,480
daheng_sn_FDE23080341,31,183252328000000,183252328000000,183252328000000,2026-09-05T07:48:11.072158+00:00,243,17599783631475,1920,1200
directshow_index_1,29,183252375000000,183252375000000,183252375000000,2026-09-05T07:48:11.095573+00:00,,,640,480
daheng_sn_FDE23080341,32,183252421000000,183252421000000,183252421000000,2026-09-05T07:48:11.171641+00:00,255,17599875849075,1920,1200
directshow_index_1,30,183252468000000,183252468000000,183252468000000,2026-09-05T07:48:11.191455+00:00,,,640,480
daheng_sn_FDE23080341,33,183252515000000,183252515000000,183252515000000,2026-09-05T07:48:11.256771+00:00,268,17599975751475,1920,1200
directshow_index_1,31,183252562000000,183252562000000,183252562000000,2026-09-05T07:48:11.281982+00:00,,,640,480
daheng_sn_FDE23080341,34,183252609000000,183252609000000,183252609000000,2026-09-05T07:48:11.353797+00:00,279,17600060284275,1920,1200
directshow_index_1,32,183252656000000,183252656000000,183252656000000,2026-09-05T07:48:11.378427+00:00,,,640,480
daheng_sn_FDE23080341,35,183252703000000,183252703000000,183252703000000,2026-09-05T07:48:11.447343+00:00,292,17600160186675,1920,1200
directshow_index_1,33,183252750000000,183252750000000,183252750000000,2026-09-05T07:48:11.469348+00:00,,,640,480
daheng_sn_FDE23080341,36,183252796000000,183252796000000,183252796000000,2026-09-05T07:48:11.541131+00:00,304,17600252404275,1920,1200
directshow_index_1,34,183252843000000,183252843000000,183252843000000,2026-09-05T07:48:11.565235+00:00,,,640,480
daheng_sn_FDE23080341,37,183252890000000,183252890000000,183252890000000,2026-09-05T07:48:11.638312+00:00,316,17600344621875,1920,1200
directshow_index_1,35,183252937000000,183252937000000,183252937000000,2026-09-05T07:48:11.662163+00:00,,,640,480
daheng_sn_FDE23080341,38,183252984000000,183252984000000,183252984000000,2026-09-05T07:48:11.732819+00:00,328,17600436839475,1920,1200
directshow_index_1,36,183253031000000,183253031000000,183253031000000,2026-09-05T07:48:11.753757+00:00,,,640,480
daheng_sn_FDE23080341,39,183253078000000,183253078000000,183253078000000,2026-09-05T07:48:11.826023+00:00,340,17600529057075,1920,1200
directshow_index_1,37,183253125000000,183253125000000,183253125000000,2026-09-05T07:48:11.844347+00:00,,,640,480
daheng_sn_FDE23080341,40,183253171000000,183253171000000,183253171000000,2026-09-05T07:48:11.917488+00:00,352,17600621274675,1920,1200
directshow_index_1,38,183253218000000,183253218000000,183253218000000,2026-09-05T07:48:11.940651+00:00,,,640,480
daheng_sn_FDE23080341,41,183253265000000,183253265000000,183253265000000,2026-09-05T07:48:12.008294+00:00,365,17600721177075,1920,1200
directshow_index_1,39,183253312000000,183253312000000,183253312000000,2026-09-05T07:48:12.035838+00:00,,,640,480
daheng_sn_FDE23080341,42,183253359000000,183253359000000,183253359000000,2026-09-05T07:48:12.107286+00:00,377,17600813394675,1920,1200
directshow_index_1,40,183253406000000,183253406000000,183253406000000,2026-09-05T07:48:12.126535+00:00,,,640,480
daheng_sn_FDE23080341,43,183253453000000,183253453000000,183253453000000,2026-09-05T07:48:12.203449+00:00,390,17600913297075,1920,1200
directshow_index_1,41,183253500000000,183253500000000,183253500000000,2026-09-05T07:48:12.225749+00:00,,,640,480
daheng_sn_FDE23080341,44,183253546000000,183253546000000,183253546000000,2026-09-05T07:48:12.290753+00:00,401,17600997829875,1920,1200
directshow_index_1,42,183253593000000,183253593000000,183253593000000,2026-09-05T07:48:12.318991+00:00,,,640,480
daheng_sn_FDE23080341,45,183253640000000,183253640000000,183253640000000,2026-09-05T07:48:12.382513+00:00,414,17601097732275,1920,1200
directshow_index_1,43,183253687000000,183253687000000,183253687000000,2026-09-05T07:48:12.408517+00:00,,,640,480
daheng_sn_FDE23080341,46,183253734000000,183253734000000,183253734000000,2026-09-05T07:48:12.475540+00:00,426,17601189949875,1920,1200
directshow_index_1,44,183253781000000,183253781000000,183253781000000,2026-09-05T07:48:12.505867+00:00,,,640,480
daheng_sn_FDE23080341,47,183253828000000,183253828000000,183253828000000,2026-09-05T07:48:12.572224+00:00,438,17601282167475,1920,1200
directshow_index_1,45,183253875000000,183253875000000,183253875000000,2026-09-05T07:48:12.596304+00:00,,,640,480
daheng_sn_FDE23080341,48,183253921000000,183253921000000,183253921000000,2026-09-05T07:48:12.660879+00:00,450,17601374385075,1920,1200
directshow_index_1,46,183253968000000,183253968000000,183253968000000,2026-09-05T07:48:12.692906+00:00,,,640,480
daheng_sn_FDE23080341,49,183254015000000,183254015000000,183254015000000,2026-09-05T07:48:12.755992+00:00,463,17601474287475,1920,1200
directshow_index_1,47,183254062000000,183254062000000,183254062000000,2026-09-05T07:48:12.783261+00:00,,,640,480
daheng_sn_FDE23080341,50,183254109000000,183254109000000,183254109000000,2026-09-05T07:48:12.852008+00:00,475,17601566505075,1920,1200
directshow_index_1,48,183254156000000,183254156000000,183254156000000,2026-09-05T07:48:12.879868+00:00,,,640,480
