sample_index,host_utc,read_start_monotonic_ns,read_end_monotonic_ns,elapsed_s,phase,segment_index,read_retry_count,j1_position_raw,j1_target_raw,j1_position_rad,j1_target_rad,j1_voltage_raw,j1_voltage_v,j1_temperature_c,j1_current_raw,j2_position_raw,j2_target_raw,j2_position_rad,j2_target_rad,j2_voltage_raw,j2_voltage_v,j2_temperature_c,j2_current_raw,j3_position_raw,j3_target_raw,j3_position_rad,j3_target_rad,j3_voltage_raw,j3_voltage_v,j3_temperature_c,j3_current_raw,j4_position_raw,j4_target_raw,j4_position_rad,j4_target_rad,j4_voltage_raw,j4_voltage_v,j4_temperature_c,j4_current_raw,j5_position_raw,j5_target_raw,j5_position_rad,j5_target_rad,j5_voltage_raw,j5_voltage_v,j5_temperature_c,j5_current_raw
0,2026-09-05T07:55:15.760139+00:00,183677000000000,183677031000000,0.031000000,start_alignment,-1,0,2088,2088,0.099708751213,0.099708751213,76,7.6,27,0,2639,2639,0.878970991458,0.878970991458,75,7.5,26,0,2609,2609,0.845223414125,0.845223414125,76,7.6,27,1,2724,2724,0.994019550550,0.994019550550,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,1
1,2026-09-05T07:55:15.825460+00:00,183677062000000,183677093000000,0.093000000,start_alignment,-1,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2640,0.878970991458,0.880504972246,75,7.5,26,0,2609,2608,0.845223414125,0.843689433337,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,1
2,2026-09-05T07:55:16.089416+00:00,183677296000000,183677359000000,0.359000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
3,2026-09-05T07:55:16.136461+00:00,183677375000000,183677406000000,0.406000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
4,2026-09-05T07:55:16.197277+00:00,183677421000000,183677468000000,0.468000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
5,2026-09-05T07:55:16.256216+00:00,183677484000000,183677531000000,0.531000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
6,2026-09-05T07:55:16.303253+00:00,183677546000000,183677578000000,0.578000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
7,2026-09-05T07:55:16.347803+00:00,183677593000000,183677625000000,0.625000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
8,2026-09-05T07:55:16.395023+00:00,183677640000000,183677671000000,0.671000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
9,2026-09-05T07:55:16.438092+00:00,183677687000000,183677718000000,0.718000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
10,2026-09-05T07:55:16.494468+00:00,183677734000000,183677765000000,0.765000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,74,7.4,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
11,2026-09-05T07:55:16.548977+00:00,183677796000000,183677828000000,0.828000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
12,2026-09-05T07:55:16.595847+00:00,183677843000000,183677875000000,0.875000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
13,2026-09-05T07:55:16.656962+00:00,183677890000000,183677937000000,0.937000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
14,2026-09-05T07:55:16.701194+00:00,183677953000000,183677968000000,0.968000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
15,2026-09-05T07:55:16.769868+00:00,183678000000000,183678046000000,1.046000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,0,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
16,2026-09-05T07:55:16.809918+00:00,183678062000000,183678078000000,1.078000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
17,2026-09-05T07:55:16.871793+00:00,183678109000000,183678140000000,1.140000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
18,2026-09-05T07:55:16.924585+00:00,183678156000000,183678203000000,1.203000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
19,2026-09-05T07:55:16.976704+00:00,183678218000000,183678250000000,1.250000000,online_inference,0,0,2088,2089,0.099708751213,0.101242732000,76,7.6,27,0,2639,2641,0.878970991458,0.882038953034,75,7.5,26,1,2609,2607,0.845223414125,0.842155452549,76,7.6,27,1,2724,2723,0.994019550550,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
