servo_id,torque_before,origin_raw,start_raw,target_raw,target_read_raw,final_raw,requested_deg,reached_delta_deg,return_error_raw,speed_raw,acc_raw,torque_disabled_after,physical_joint,physical_direction,observer_notes
2,0,1587,1587,1701,1699,1596,10.0,9.8,9,25,1,true,,,
