camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,180840890000000,180840906000000,180840898000000,2026-09-05T07:07:59.661423+00:00,0,15189348562000,1920,1200
daheng_sn_FDE23080341,1,180840984000000,180840984000000,180840984000000,2026-09-05T07:07:59.723224+00:00,1,15189356246800,1920,1200
daheng_sn_FDE23080341,2,180841078000000,180841078000000,180841078000000,2026-09-05T07:07:59.818979+00:00,2,15189363931600,1920,1200
daheng_sn_FDE23080341,3,180841171000000,180841171000000,180841171000000,2026-09-05T07:07:59.926331+00:00,3,15189371616400,1920,1200
directshow_index_1,0,180840937000000,180841203000000,180841070000000,2026-09-05T07:07:59.927322+00:00,,,640,480
directshow_index_1,1,180841203000000,180841218000000,180841210500000,2026-09-05T07:07:59.953355+00:00,,,640,480
daheng_sn_FDE23080341,4,180841265000000,180841265000000,180841265000000,2026-09-05T07:08:00.010656+00:00,4,15189379301200,1920,1200
directshow_index_1,2,180841296000000,180841296000000,180841296000000,2026-09-05T07:08:00.016675+00:00,,,640,480
daheng_sn_FDE23080341,5,180841359000000,180841359000000,180841359000000,2026-09-05T07:08:00.100179+00:00,5,15189386986000,1920,1200
directshow_index_1,3,180841390000000,180841390000000,180841390000000,2026-09-05T07:08:00.111348+00:00,,,640,480
daheng_sn_FDE23080341,6,180841453000000,180841453000000,180841453000000,2026-09-05T07:08:00.201318+00:00,6,15189394670800,1920,1200
directshow_index_1,4,180841484000000,180841484000000,180841484000000,2026-09-05T07:08:00.209318+00:00,,,640,480
daheng_sn_FDE23080341,7,180841546000000,180841546000000,180841546000000,2026-09-05T07:08:00.292684+00:00,7,15189402355600,1920,1200
directshow_index_1,5,180841578000000,180841578000000,180841578000000,2026-09-05T07:08:00.302212+00:00,,,640,480
daheng_sn_FDE23080341,8,180841640000000,180841640000000,180841640000000,2026-09-05T07:08:00.387824+00:00,8,15189410040400,1920,1200
directshow_index_1,6,180841671000000,180841671000000,180841671000000,2026-09-05T07:08:00.395820+00:00,,,640,480
daheng_sn_FDE23080341,9,180841734000000,180841734000000,180841734000000,2026-09-05T07:08:00.476929+00:00,9,15189417725200,1920,1200
directshow_index_1,7,180841765000000,180841765000000,180841765000000,2026-09-05T07:08:00.489465+00:00,,,640,480
daheng_sn_FDE23080341,10,180841828000000,180841828000000,180841828000000,2026-09-05T07:08:00.574130+00:00,10,15189425410000,1920,1200
directshow_index_1,8,180841859000000,180841859000000,180841859000000,2026-09-05T07:08:00.579128+00:00,,,640,480
daheng_sn_FDE23080341,11,180841921000000,180841921000000,180841921000000,2026-09-05T07:08:00.664755+00:00,11,15189433094800,1920,1200
directshow_index_1,9,180841953000000,180841953000000,180841953000000,2026-09-05T07:08:00.673762+00:00,,,640,480
daheng_sn_FDE23080341,12,180842015000000,180842015000000,180842015000000,2026-09-05T07:08:00.758388+00:00,12,15189440779600,1920,1200
directshow_index_1,10,180842046000000,180842046000000,180842046000000,2026-09-05T07:08:00.771902+00:00,,,640,480
daheng_sn_FDE23080341,13,180842109000000,180842109000000,180842109000000,2026-09-05T07:08:00.853988+00:00,23,15189525312400,1920,1200
directshow_index_1,11,180842140000000,180842140000000,180842140000000,2026-09-05T07:08:00.859992+00:00,,,640,480
daheng_sn_FDE23080341,14,180842203000000,180842203000000,180842203000000,2026-09-05T07:08:00.944598+00:00,36,15189625214800,1920,1200
directshow_index_1,12,180842234000000,180842234000000,180842234000000,2026-09-05T07:08:00.956596+00:00,,,640,480
daheng_sn_FDE23080341,15,180842296000000,180842296000000,180842296000000,2026-09-05T07:08:01.038272+00:00,48,15189717432400,1920,1200
directshow_index_1,13,180842328000000,180842328000000,180842328000000,2026-09-05T07:08:01.051782+00:00,,,640,480
daheng_sn_FDE23080341,16,180842390000000,180842390000000,180842390000000,2026-09-05T07:08:01.132448+00:00,60,15189809650000,1920,1200
directshow_index_1,14,180842421000000,180842421000000,180842421000000,2026-09-05T07:08:01.142034+00:00,,,640,480
