camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,182877859000000,182877875000000,182877867000000,2026-09-05T07:41:56.669471+00:00,0,17226347416875,1920,1200
daheng_sn_FDE23080341,1,182877953000000,182877953000000,182877953000000,2026-09-05T07:41:56.695897+00:00,1,17226355101675,1920,1200
daheng_sn_FDE23080341,2,182878046000000,182878046000000,182878046000000,2026-09-05T07:41:56.795545+00:00,2,17226362786475,1920,1200
daheng_sn_FDE23080341,3,182878140000000,182878140000000,182878140000000,2026-09-05T07:41:56.882633+00:00,3,17226370471275,1920,1200
directshow_index_1,0,182877968000000,182878234000000,182878101000000,2026-09-05T07:41:56.967527+00:00,,,640,480
daheng_sn_FDE23080341,4,182878234000000,182878234000000,182878234000000,2026-09-05T07:41:56.979382+00:00,4,17226378156075,1920,1200
directshow_index_1,1,182878250000000,182878265000000,182878257500000,2026-09-05T07:41:56.994966+00:00,,,640,480
directshow_index_1,2,182878343000000,182878343000000,182878343000000,2026-09-05T07:41:57.065077+00:00,,,640,480
daheng_sn_FDE23080341,5,182878328000000,182878328000000,182878328000000,2026-09-05T07:41:57.067078+00:00,5,17226385840875,1920,1200
daheng_sn_FDE23080341,6,182878421000000,182878421000000,182878421000000,2026-09-05T07:41:57.161184+00:00,6,17226393525675,1920,1200
directshow_index_1,3,182878437000000,182878437000000,182878437000000,2026-09-05T07:41:57.162189+00:00,,,640,480
daheng_sn_FDE23080341,7,182878515000000,182878515000000,182878515000000,2026-09-05T07:41:57.252040+00:00,7,17226401210475,1920,1200
directshow_index_1,4,182878531000000,182878531000000,182878531000000,2026-09-05T07:41:57.252040+00:00,,,640,480
daheng_sn_FDE23080341,8,182878609000000,182878609000000,182878609000000,2026-09-05T07:41:57.347408+00:00,8,17226408895275,1920,1200
directshow_index_1,5,182878625000000,182878625000000,182878625000000,2026-09-05T07:41:57.348558+00:00,,,640,480
directshow_index_1,6,182878718000000,182878718000000,182878718000000,2026-09-05T07:41:57.445899+00:00,,,640,480
daheng_sn_FDE23080341,9,182878703000000,182878703000000,182878703000000,2026-09-05T07:41:57.454697+00:00,9,17226416580075,1920,1200
daheng_sn_FDE23080341,10,182878796000000,182878796000000,182878796000000,2026-09-05T07:41:57.535642+00:00,10,17226424264875,1920,1200
directshow_index_1,7,182878812000000,182878812000000,182878812000000,2026-09-05T07:41:57.535642+00:00,,,640,480
directshow_index_1,8,182878906000000,182878906000000,182878906000000,2026-09-05T07:41:57.627050+00:00,,,640,480
daheng_sn_FDE23080341,11,182878890000000,182878890000000,182878890000000,2026-09-05T07:41:57.629049+00:00,11,17226431949675,1920,1200
daheng_sn_FDE23080341,12,182878984000000,182878984000000,182878984000000,2026-09-05T07:41:57.728519+00:00,12,17226439634475,1920,1200
directshow_index_1,9,182879000000000,182879000000000,182879000000000,2026-09-05T07:41:57.728519+00:00,,,640,480
daheng_sn_FDE23080341,13,182879078000000,182879078000000,182879078000000,2026-09-05T07:41:57.817113+00:00,24,17226531852075,1920,1200
directshow_index_1,10,182879093000000,182879093000000,182879093000000,2026-09-05T07:41:57.819461+00:00,,,640,480
daheng_sn_FDE23080341,14,182879171000000,182879171000000,182879171000000,2026-09-05T07:41:57.910555+00:00,36,17226624069675,1920,1200
directshow_index_1,11,182879187000000,182879187000000,182879187000000,2026-09-05T07:41:57.911553+00:00,,,640,480
directshow_index_1,12,182879281000000,182879281000000,182879281000000,2026-09-05T07:41:58.001131+00:00,,,640,480
daheng_sn_FDE23080341,15,182879265000000,182879265000000,182879265000000,2026-09-05T07:41:58.006134+00:00,47,17226708602475,1920,1200
directshow_index_1,13,182879375000000,182879375000000,182879375000000,2026-09-05T07:41:58.097375+00:00,,,640,480
daheng_sn_FDE23080341,16,182879359000000,182879359000000,182879359000000,2026-09-05T07:41:58.101802+00:00,60,17226808504875,1920,1200
daheng_sn_FDE23080341,17,182879453000000,182879453000000,182879453000000,2026-09-05T07:41:58.195207+00:00,72,17226900722475,1920,1200
directshow_index_1,14,182879468000000,182879468000000,182879468000000,2026-09-05T07:41:58.195207+00:00,,,640,480
directshow_index_1,15,182879562000000,182879562000000,182879562000000,2026-09-05T07:41:58.284598+00:00,,,640,480
daheng_sn_FDE23080341,18,182879546000000,182879546000000,182879546000000,2026-09-05T07:41:58.287599+00:00,84,17226992940075,1920,1200
daheng_sn_FDE23080341,19,182879640000000,182879640000000,182879640000000,2026-09-05T07:41:58.377013+00:00,96,17227085157675,1920,1200
directshow_index_1,16,182879656000000,182879656000000,182879656000000,2026-09-05T07:41:58.381004+00:00,,,640,480
directshow_index_1,17,182879750000000,182879750000000,182879750000000,2026-09-05T07:41:58.472206+00:00,,,640,480
daheng_sn_FDE23080341,20,182879734000000,182879734000000,182879734000000,2026-09-05T07:41:58.478055+00:00,109,17227185060075,1920,1200
directshow_index_1,18,182879843000000,182879843000000,182879843000000,2026-09-05T07:41:58.565052+00:00,,,640,480
daheng_sn_FDE23080341,21,182879828000000,182879828000000,182879828000000,2026-09-05T07:41:58.583558+00:00,121,17227277277675,1920,1200
directshow_index_1,19,182879937000000,182879937000000,182879937000000,2026-09-05T07:41:58.665542+00:00,,,640,480
daheng_sn_FDE23080341,22,182879921000000,182879921000000,182879921000000,2026-09-05T07:41:58.685517+00:00,133,17227369495275,1920,1200
directshow_index_1,20,182880031000000,182880031000000,182880031000000,2026-09-05T07:41:58.753991+00:00,,,640,480
