servo_id,torque_before,origin_raw,start_raw,target_raw,target_read_raw,final_raw,requested_deg,reached_delta_deg,return_error_raw,speed_raw,acc_raw,torque_disabled_after,physical_joint,physical_direction,observer_notes
3,0,3202,3202,3316,3216,3209,10.0,1.2,7,25,1,true,,,
