seed,method,problems,initial_distance_mean_mm,terminal_distance_mean_mm,progress_mean_mm,relative_terminal_error_mean,success_at_30mm,positive_progress_fraction,tool_object_contact_fraction,min_dynamic_joint_margin_rad,min_dynamic_arm_table_gap_mm,z_min_mm,z_max_mm
7,ipwm,1200,64.99071893533902,49.743451641046775,15.24726729429224,0.771742822414033,0.105,0.8708333333333333,0.9016666666666666,-0.007351188467622949,-1.0994126355324323,-0.09971041351385271,0.5638762116200172
7,carrier,1200,64.99071893533902,57.362145190846,7.628573744493012,0.8830370071332302,0.0525,0.7283333333333334,0.7625,-0.007139801720440708,-0.7862938204887876,-0.119645254943509,0.6536812589482933
7,global,1200,64.99071893533902,44.65852204270847,20.332196892630545,0.6887365582634399,0.24333333333333335,0.9358333333333333,0.9516666666666667,-0.006502290082708528,-1.030305509287603,-0.13857726760273284,1.0061715356411542
17,ipwm,1200,64.99071893533902,52.65648108330725,12.33423785203177,0.81758089329614,0.0425,0.8608333333333333,0.8908333333333334,-0.006223720982196923,-1.1214612919810816,-0.10868315298259831,1.0603172339982314
17,carrier,1200,64.99071893533902,55.70903309313387,9.281685842205135,0.8509555752020044,0.0825,0.7691666666666667,0.815,-0.0064641211414193656,-0.8565686161369932,-0.12258223513248441,0.5879937392440064
17,global,1200,64.99071893533902,39.27080376884923,25.719915166489784,0.6057706392111722,0.3516666666666667,0.9583333333333334,0.965,-0.006716350599119236,-0.9523443897741383,-0.1709717489366932,0.7290383763281264
27,ipwm,1200,64.99071893533902,47.40717269425201,17.583546241086996,0.7346400246397751,0.15,0.9141666666666667,0.9291666666666667,-0.006680832332190079,-0.8832434316368873,-0.24657101858201186,0.7478069714139178
27,carrier,1200,64.99071893533902,47.344727472190776,17.645991463148242,0.7255053208483508,0.21,0.8466666666666667,0.8666666666666667,-0.006400337934086009,-0.8892836617236691,-0.1263510724699028,1.7832130965441184
27,global,1200,64.99071893533902,53.768268757224526,11.22245017811449,0.8308870468378154,0.06833333333333333,0.8333333333333334,0.875,-0.006512897879185076,-0.9567657153815847,-0.21648159167415454,3.140819020242497
