camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
directshow_index_1,0,172131953000000,172132218000000,172132085500000,2026-09-05T04:42:51.000069+00:00,,,640,480
directshow_index_1,1,172132281000000,172132281000000,172132281000000,2026-09-05T04:42:51.004067+00:00,,,640,480
directshow_index_1,2,172132375000000,172132375000000,172132375000000,2026-09-05T04:42:51.095070+00:00,,,640,480
directshow_index_1,3,172132468000000,172132468000000,172132468000000,2026-09-05T04:42:51.190873+00:00,,,640,480
directshow_index_1,4,172132562000000,172132562000000,172132562000000,2026-09-05T04:42:51.282834+00:00,,,640,480
directshow_index_1,5,172132656000000,172132656000000,172132656000000,2026-09-05T04:42:51.379514+00:00,,,640,480
directshow_index_1,6,172132750000000,172132750000000,172132750000000,2026-09-05T04:42:51.470264+00:00,,,640,480
directshow_index_1,7,172132843000000,172132843000000,172132843000000,2026-09-05T04:42:51.568110+00:00,,,640,480
directshow_index_1,8,172132937000000,172132937000000,172132937000000,2026-09-05T04:42:51.658276+00:00,,,640,480
directshow_index_1,9,172133031000000,172133031000000,172133031000000,2026-09-05T04:42:51.754383+00:00,,,640,480
directshow_index_1,10,172133125000000,172133125000000,172133125000000,2026-09-05T04:42:51.850498+00:00,,,640,480
directshow_index_1,11,172133218000000,172133218000000,172133218000000,2026-09-05T04:42:51.940154+00:00,,,640,480
directshow_index_1,12,172133312000000,172133312000000,172133312000000,2026-09-05T04:42:52.031986+00:00,,,640,480
directshow_index_1,13,172133406000000,172133406000000,172133406000000,2026-09-05T04:42:52.128679+00:00,,,640,480
daheng_sn_FDE23080341,0,172133406000000,172133421000000,172133413500000,2026-09-05T04:42:52.172490+00:00,0,6481734781825,1920,1200
directshow_index_1,14,172133500000000,172133500000000,172133500000000,2026-09-05T04:42:52.220258+00:00,,,640,480
daheng_sn_FDE23080341,1,172133500000000,172133500000000,172133500000000,2026-09-05T04:42:52.253300+00:00,1,6481742466625,1920,1200
directshow_index_1,15,172133593000000,172133593000000,172133593000000,2026-09-05T04:42:52.319424+00:00,,,640,480
daheng_sn_FDE23080341,2,172133593000000,172133593000000,172133593000000,2026-09-05T04:42:52.342014+00:00,2,6481750151425,1920,1200
directshow_index_1,16,172133687000000,172133687000000,172133687000000,2026-09-05T04:42:52.408908+00:00,,,640,480
daheng_sn_FDE23080341,3,172133687000000,172133687000000,172133687000000,2026-09-05T04:42:52.431549+00:00,3,6481757836225,1920,1200
directshow_index_1,17,172133781000000,172133781000000,172133781000000,2026-09-05T04:42:52.506289+00:00,,,640,480
daheng_sn_FDE23080341,4,172133781000000,172133781000000,172133781000000,2026-09-05T04:42:52.524836+00:00,4,6481765521025,1920,1200
directshow_index_1,18,172133875000000,172133875000000,172133875000000,2026-09-05T04:42:52.597389+00:00,,,640,480
daheng_sn_FDE23080341,5,172133875000000,172133875000000,172133875000000,2026-09-05T04:42:52.622540+00:00,5,6481773205825,1920,1200
directshow_index_1,19,172133968000000,172133968000000,172133968000000,2026-09-05T04:42:52.687998+00:00,,,640,480
daheng_sn_FDE23080341,6,172133968000000,172133968000000,172133968000000,2026-09-05T04:42:52.714528+00:00,6,6481780890625,1920,1200
