camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,175305796000000,175305812000000,175305804000000,2026-09-05T05:35:44.625707+00:00,0,9654184828275,1920,1200
daheng_sn_FDE23080341,1,175305906000000,175305906000000,175305906000000,2026-09-05T05:35:44.648721+00:00,1,9654192513075,1920,1200
daheng_sn_FDE23080341,2,175306000000000,175306000000000,175306000000000,2026-09-05T05:35:44.745712+00:00,2,9654200197875,1920,1200
daheng_sn_FDE23080341,3,175306093000000,175306093000000,175306093000000,2026-09-05T05:35:44.836312+00:00,3,9654207882675,1920,1200
directshow_index_1,0,175305921000000,175306187000000,175306054000000,2026-09-05T05:35:44.922198+00:00,,,640,480
daheng_sn_FDE23080341,4,175306187000000,175306187000000,175306187000000,2026-09-05T05:35:44.925689+00:00,4,9654215567475,1920,1200
directshow_index_1,1,175306203000000,175306234000000,175306218500000,2026-09-05T05:35:44.967992+00:00,,,640,480
directshow_index_1,2,175306296000000,175306296000000,175306296000000,2026-09-05T05:35:45.017223+00:00,,,640,480
daheng_sn_FDE23080341,5,175306281000000,175306281000000,175306281000000,2026-09-05T05:35:45.026735+00:00,5,9654223252275,1920,1200
daheng_sn_FDE23080341,6,175306375000000,175306375000000,175306375000000,2026-09-05T05:35:45.114613+00:00,6,9654230937075,1920,1200
directshow_index_1,3,175306390000000,175306390000000,175306390000000,2026-09-05T05:35:45.114613+00:00,,,640,480
directshow_index_1,4,175306484000000,175306484000000,175306484000000,2026-09-05T05:35:45.204133+00:00,,,640,480
daheng_sn_FDE23080341,7,175306468000000,175306468000000,175306468000000,2026-09-05T05:35:45.206136+00:00,7,9654238621875,1920,1200
directshow_index_1,5,175306578000000,175306578000000,175306578000000,2026-09-05T05:35:45.300412+00:00,,,640,480
daheng_sn_FDE23080341,8,175306562000000,175306562000000,175306562000000,2026-09-05T05:35:45.305412+00:00,8,9654246306675,1920,1200
