seed,domain,target,success,steps,final_distance_m,ik_error_m,horizon,candidates,perturb_std
17,D2__mixed_composition,eval_00,1,79,0.04974716181346318,0.03122299013575141,3,24,0.06
17,D2__mixed_composition,eval_01,1,67,0.04718190569485153,0.0006167536027785214,3,24,0.06
17,D2__mixed_composition,eval_02,1,78,0.049690920241389096,0.020567889338314396,3,24,0.06
17,D2__mixed_composition,eval_03,1,55,0.049780884130439566,0.000521254866033811,3,24,0.06
17,D3__mixed_composition,eval_00,1,78,0.04635388382334896,0.0002762752459681311,3,24,0.06
17,D3__mixed_composition,eval_01,1,70,0.04674936060442302,0.00012004065162732294,3,24,0.06
17,D3__mixed_composition,eval_02,1,85,0.04859004229051372,0.0069392058794909665,3,24,0.06
17,D3__mixed_composition,eval_03,1,62,0.047946696979916596,0.0009343677897875361,3,24,0.06
