camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,175678218000000,175678234000000,175678226000000,2026-09-05T05:41:57.005942+00:00,0,10026609364425,1920,1200
daheng_sn_FDE23080341,1,175678312000000,175678312000000,175678312000000,2026-09-05T05:41:57.053345+00:00,1,10026617049225,1920,1200
daheng_sn_FDE23080341,2,175678406000000,175678406000000,175678406000000,2026-09-05T05:41:57.150200+00:00,2,10026624734025,1920,1200
daheng_sn_FDE23080341,3,175678500000000,175678500000000,175678500000000,2026-09-05T05:41:57.236225+00:00,3,10026632418825,1920,1200
directshow_index_1,0,175678265000000,175678531000000,175678398000000,2026-09-05T05:41:57.264248+00:00,,,640,480
directshow_index_1,1,175678546000000,175678578000000,175678562000000,2026-09-05T05:41:57.311608+00:00,,,640,480
daheng_sn_FDE23080341,4,175678593000000,175678593000000,175678593000000,2026-09-05T05:41:57.333141+00:00,4,10026640103625,1920,1200
directshow_index_1,2,175678640000000,175678640000000,175678640000000,2026-09-05T05:41:57.365726+00:00,,,640,480
daheng_sn_FDE23080341,5,175678687000000,175678687000000,175678687000000,2026-09-05T05:41:57.426879+00:00,5,10026647788425,1920,1200
directshow_index_1,3,175678734000000,175678734000000,175678734000000,2026-09-05T05:41:57.457229+00:00,,,640,480
daheng_sn_FDE23080341,6,175678781000000,175678781000000,175678781000000,2026-09-05T05:41:57.522743+00:00,6,10026655473225,1920,1200
directshow_index_1,4,175678828000000,175678828000000,175678828000000,2026-09-05T05:41:57.553637+00:00,,,640,480
daheng_sn_FDE23080341,7,175678875000000,175678875000000,175678875000000,2026-09-05T05:41:57.616711+00:00,7,10026663158025,1920,1200
directshow_index_1,5,175678921000000,175678921000000,175678921000000,2026-09-05T05:41:57.643846+00:00,,,640,480
daheng_sn_FDE23080341,8,175678968000000,175678968000000,175678968000000,2026-09-05T05:41:57.708124+00:00,8,10026670842825,1920,1200
directshow_index_1,6,175679015000000,175679015000000,175679015000000,2026-09-05T05:41:57.737444+00:00,,,640,480
daheng_sn_FDE23080341,9,175679062000000,175679062000000,175679062000000,2026-09-05T05:41:57.798178+00:00,9,10026678527625,1920,1200
