sample_index,host_utc,read_start_monotonic_ns,read_end_monotonic_ns,elapsed_s,phase,segment_index,read_retry_count,j1_position_raw,j1_target_raw,j1_position_rad,j1_target_rad,j1_voltage_raw,j1_voltage_v,j1_temperature_c,j1_current_raw,j2_position_raw,j2_target_raw,j2_position_rad,j2_target_rad,j2_voltage_raw,j2_voltage_v,j2_temperature_c,j2_current_raw,j3_position_raw,j3_target_raw,j3_position_rad,j3_target_rad,j3_voltage_raw,j3_voltage_v,j3_temperature_c,j3_current_raw,j4_position_raw,j4_target_raw,j4_position_rad,j4_target_rad,j4_voltage_raw,j4_voltage_v,j4_temperature_c,j4_current_raw,j5_position_raw,j5_target_raw,j5_position_rad,j5_target_rad,j5_voltage_raw,j5_voltage_v,j5_temperature_c,j5_current_raw
0,2026-09-05T07:30:17.478937+00:00,182178718000000,182178750000000,0.047000000,start_alignment,-1,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,1,2606,2606,0.840621471761,0.840621471761,76,7.6,27,0,2724,2724,0.994019550550,0.994019550550,75,7.5,28,4,2074,2074,0.012271846303,0.012271846303,75,7.5,26,1
1,2026-09-05T07:30:17.681393+00:00,182178906000000,182178953000000,0.250000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,1,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
2,2026-09-05T07:30:17.750720+00:00,182178968000000,182179031000000,0.328000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
3,2026-09-05T07:30:17.818786+00:00,182179046000000,182179093000000,0.390000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2724,2723,0.994019550550,0.992485569762,75,7.5,28,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
4,2026-09-05T07:30:17.878859+00:00,182179109000000,182179156000000,0.453000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
5,2026-09-05T07:30:17.937792+00:00,182179171000000,182179218000000,0.515000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
6,2026-09-05T07:30:18.008643+00:00,182179234000000,182179281000000,0.578000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
7,2026-09-05T07:30:18.051928+00:00,182179296000000,182179328000000,0.625000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,1,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
8,2026-09-05T07:30:18.115497+00:00,182179343000000,182179390000000,0.687000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
9,2026-09-05T07:30:18.171003+00:00,182179406000000,182179453000000,0.750000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,1,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
10,2026-09-05T07:30:18.230698+00:00,182179468000000,182179500000000,0.797000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2606,2607,0.840621471761,0.842155452549,76,7.6,27,0,2721,2723,0.989417608186,0.992485569762,75,7.5,28,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
