camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,174493093000000,174493109000000,174493101000000,2026-09-05T05:22:11.885445+00:00,0,8841458154075,1920,1200
daheng_sn_FDE23080341,1,174493187000000,174493187000000,174493187000000,2026-09-05T05:22:11.932615+00:00,1,8841465838875,1920,1200
daheng_sn_FDE23080341,2,174493281000000,174493281000000,174493281000000,2026-09-05T05:22:12.028149+00:00,2,8841473523675,1920,1200
daheng_sn_FDE23080341,3,174493375000000,174493375000000,174493375000000,2026-09-05T05:22:12.122994+00:00,3,8841481208475,1920,1200
directshow_index_1,0,174493203000000,174493484000000,174493343500000,2026-09-05T05:22:12.207783+00:00,,,640,480
daheng_sn_FDE23080341,4,174493468000000,174493468000000,174493468000000,2026-09-05T05:22:12.223551+00:00,4,8841488893275,1920,1200
directshow_index_1,1,174493484000000,174493515000000,174493499500000,2026-09-05T05:22:12.237389+00:00,,,640,480
directshow_index_1,2,174493578000000,174493578000000,174493578000000,2026-09-05T05:22:12.301853+00:00,,,640,480
daheng_sn_FDE23080341,5,174493562000000,174493562000000,174493562000000,2026-09-05T05:22:12.315375+00:00,5,8841496578075,1920,1200
directshow_index_1,3,174493671000000,174493671000000,174493671000000,2026-09-05T05:22:12.393538+00:00,,,640,480
daheng_sn_FDE23080341,6,174493656000000,174493656000000,174493656000000,2026-09-05T05:22:12.416075+00:00,6,8841504262875,1920,1200
directshow_index_1,4,174493765000000,174493765000000,174493765000000,2026-09-05T05:22:12.490319+00:00,,,640,480
daheng_sn_FDE23080341,7,174493750000000,174493750000000,174493750000000,2026-09-05T05:22:12.494819+00:00,7,8841511947675,1920,1200
directshow_index_1,5,174493859000000,174493859000000,174493859000000,2026-09-05T05:22:12.581777+00:00,,,640,480
daheng_sn_FDE23080341,8,174493843000000,174493843000000,174493843000000,2026-09-05T05:22:12.594766+00:00,8,8841519632475,1920,1200
daheng_sn_FDE23080341,9,174493937000000,174493937000000,174493937000000,2026-09-05T05:22:12.680719+00:00,9,8841527317275,1920,1200
directshow_index_1,6,174493953000000,174493953000000,174493953000000,2026-09-05T05:22:12.680719+00:00,,,640,480
directshow_index_1,7,174494046000000,174494046000000,174494046000000,2026-09-05T05:22:12.771626+00:00,,,640,480
daheng_sn_FDE23080341,10,174494031000000,174494031000000,174494031000000,2026-09-05T05:22:12.777619+00:00,10,8841535002075,1920,1200
directshow_index_1,8,174494140000000,174494140000000,174494140000000,2026-09-05T05:22:12.863335+00:00,,,640,480
daheng_sn_FDE23080341,11,174494125000000,174494125000000,174494125000000,2026-09-05T05:22:12.871350+00:00,11,8841542686875,1920,1200
directshow_index_1,9,174494234000000,174494234000000,174494234000000,2026-09-05T05:22:12.958564+00:00,,,640,480
