camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
directshow_index_1,0,174969156000000,174969468000000,174969312000000,2026-09-05T05:30:08.193827+00:00,,,640,480
directshow_index_1,1,174969468000000,174969500000000,174969484000000,2026-09-05T05:30:08.220821+00:00,,,640,480
directshow_index_1,2,174969562000000,174969562000000,174969562000000,2026-09-05T05:30:08.284281+00:00,,,640,480
directshow_index_1,3,174969656000000,174969656000000,174969656000000,2026-09-05T05:30:08.376143+00:00,,,640,480
directshow_index_1,4,174969750000000,174969750000000,174969750000000,2026-09-05T05:30:08.474701+00:00,,,640,480
directshow_index_1,5,174969843000000,174969843000000,174969843000000,2026-09-05T05:30:08.564486+00:00,,,640,480
directshow_index_1,6,174969937000000,174969937000000,174969937000000,2026-09-05T05:30:08.659670+00:00,,,640,480
directshow_index_1,7,174970031000000,174970031000000,174970031000000,2026-09-05T05:30:08.749809+00:00,,,640,480
directshow_index_1,8,174970125000000,174970125000000,174970125000000,2026-09-05T05:30:08.845170+00:00,,,640,480
directshow_index_1,9,174970218000000,174970218000000,174970218000000,2026-09-05T05:30:08.940933+00:00,,,640,480
directshow_index_1,10,174970312000000,174970312000000,174970312000000,2026-09-05T05:30:09.032256+00:00,,,640,480
directshow_index_1,11,174970406000000,174970406000000,174970406000000,2026-09-05T05:30:09.128449+00:00,,,640,480
directshow_index_1,12,174970500000000,174970500000000,174970500000000,2026-09-05T05:30:09.219774+00:00,,,640,480
daheng_sn_FDE23080341,0,174970546000000,174970546000000,174970546000000,2026-09-05T05:30:09.305513+00:00,0,9318917251875,1920,1200
directshow_index_1,13,174970593000000,174970593000000,174970593000000,2026-09-05T05:30:09.317521+00:00,,,640,480
daheng_sn_FDE23080341,1,174970640000000,174970640000000,174970640000000,2026-09-05T05:30:09.387147+00:00,1,9318924936675,1920,1200
directshow_index_1,14,174970687000000,174970687000000,174970687000000,2026-09-05T05:30:09.408221+00:00,,,640,480
daheng_sn_FDE23080341,2,174970734000000,174970734000000,174970734000000,2026-09-05T05:30:09.483924+00:00,2,9318932621475,1920,1200
directshow_index_1,15,174970781000000,174970781000000,174970781000000,2026-09-05T05:30:09.501612+00:00,,,640,480
daheng_sn_FDE23080341,3,174970828000000,174970828000000,174970828000000,2026-09-05T05:30:09.573234+00:00,3,9318940306275,1920,1200
directshow_index_1,16,174970875000000,174970875000000,174970875000000,2026-09-05T05:30:09.599325+00:00,,,640,480
daheng_sn_FDE23080341,4,174970921000000,174970921000000,174970921000000,2026-09-05T05:30:09.663528+00:00,4,9318947991075,1920,1200
directshow_index_1,17,174970968000000,174970968000000,174970968000000,2026-09-05T05:30:09.690039+00:00,,,640,480
