sample_index,host_utc,read_start_monotonic_ns,read_end_monotonic_ns,elapsed_s,phase,segment_index,read_retry_count,j1_position_raw,j1_target_raw,j1_position_rad,j1_target_rad,j1_voltage_raw,j1_voltage_v,j1_temperature_c,j1_current_raw,j2_position_raw,j2_target_raw,j2_position_rad,j2_target_rad,j2_voltage_raw,j2_voltage_v,j2_temperature_c,j2_current_raw,j3_position_raw,j3_target_raw,j3_position_rad,j3_target_rad,j3_voltage_raw,j3_voltage_v,j3_temperature_c,j3_current_raw,j4_position_raw,j4_target_raw,j4_position_rad,j4_target_rad,j4_voltage_raw,j4_voltage_v,j4_temperature_c,j4_current_raw,j5_position_raw,j5_target_raw,j5_position_rad,j5_target_rad,j5_voltage_raw,j5_voltage_v,j5_temperature_c,j5_current_raw
0,2026-09-05T04:57:25.209352+00:00,173006437000000,173006484000000,0.188000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
1,2026-09-05T04:57:25.270504+00:00,173006500000000,173006546000000,0.250000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
2,2026-09-05T04:57:25.333263+00:00,173006562000000,173006609000000,0.313000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,75,7.5,26,0
3,2026-09-05T04:57:25.394128+00:00,173006625000000,173006671000000,0.375000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,25,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
4,2026-09-05T04:57:25.449338+00:00,173006687000000,173006718000000,0.422000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,27,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
5,2026-09-05T04:57:25.496831+00:00,173006734000000,173006765000000,0.469000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
6,2026-09-05T04:57:25.550268+00:00,173006781000000,173006828000000,0.532000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
7,2026-09-05T04:57:25.602796+00:00,173006843000000,173006875000000,0.579000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
8,2026-09-05T04:57:25.651874+00:00,173006890000000,173006921000000,0.625000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,29,0
9,2026-09-05T04:57:25.722310+00:00,173006953000000,173007000000000,0.704000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
10,2026-09-05T04:57:25.790021+00:00,173007015000000,173007062000000,0.766000000,online_inference,0,0,2089,2089,0.101242732000,0.101242732000,76,7.6,27,0,2641,2641,0.882038953034,0.882038953034,75,7.5,26,0,2607,2607,0.842155452549,0.842155452549,76,7.6,27,0,2723,2723,0.992485569762,0.992485569762,75,7.5,26,0,2074,2074,0.012271846303,0.012271846303,76,7.6,26,0
