camera,frame_index,grab_start_monotonic_ns,grab_end_monotonic_ns,capture_mid_monotonic_ns,host_utc,device_frame_id,device_timestamp,width,height
daheng_sn_FDE23080341,0,185811968000000,185811968000000,185811968000000,2026-09-05T08:30:50.784853+00:00,0,20160496776750,1920,1200
daheng_sn_FDE23080341,1,185812062000000,185812062000000,185812062000000,2026-09-05T08:30:50.803502+00:00,1,20160504461550,1920,1200
daheng_sn_FDE23080341,2,185812156000000,185812156000000,185812156000000,2026-09-05T08:30:50.896452+00:00,2,20160512146350,1920,1200
daheng_sn_FDE23080341,3,185812250000000,185812250000000,185812250000000,2026-09-05T08:30:50.990615+00:00,3,20160519831150,1920,1200
daheng_sn_FDE23080341,4,185812343000000,185812343000000,185812343000000,2026-09-05T08:30:51.081758+00:00,4,20160527515950,1920,1200
directshow_index_1,0,185812125000000,185812406000000,185812265500000,2026-09-05T08:30:51.129252+00:00,,,640,480
directshow_index_1,1,185812406000000,185812437000000,185812421500000,2026-09-05T08:30:51.161594+00:00,,,640,480
daheng_sn_FDE23080341,5,185812437000000,185812437000000,185812437000000,2026-09-05T08:30:51.177410+00:00,5,20160535200750,1920,1200
directshow_index_1,2,185812500000000,185812500000000,185812500000000,2026-09-05T08:30:51.223424+00:00,,,640,480
daheng_sn_FDE23080341,6,185812531000000,185812531000000,185812531000000,2026-09-05T08:30:51.276424+00:00,6,20160542885550,1920,1200
directshow_index_1,3,185812593000000,185812593000000,185812593000000,2026-09-05T08:30:51.314014+00:00,,,640,480
daheng_sn_FDE23080341,7,185812625000000,185812625000000,185812625000000,2026-09-05T08:30:51.363006+00:00,7,20160550570350,1920,1200
directshow_index_1,4,185812687000000,185812687000000,185812687000000,2026-09-05T08:30:51.411827+00:00,,,640,480
daheng_sn_FDE23080341,8,185812718000000,185812718000000,185812718000000,2026-09-05T08:30:51.455578+00:00,8,20160558255150,1920,1200
directshow_index_1,5,185812781000000,185812781000000,185812781000000,2026-09-05T08:30:51.501181+00:00,,,640,480
daheng_sn_FDE23080341,9,185812812000000,185812812000000,185812812000000,2026-09-05T08:30:51.547360+00:00,9,20160565939950,1920,1200
directshow_index_1,6,185812875000000,185812875000000,185812875000000,2026-09-05T08:30:51.596740+00:00,,,640,480
